first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
Henryk,SIKORA,OC/238201/2011  ,2011-10-23,"3 422,1000000000004 Z£  ",OCHRONA,Fa≥sz
Barbara,olszewska,MA/464013/2011,2011-07-15,4377.120000000001 pln,MARKETING,
W£ODZIMIERZ,Grabowski,KA/922201/2013,2013-03-06,3565.0 z≥otych,KADRY,nie 
Aniela,Kowalska,ZA/239633/2014,2014-12-16,"61 490,00000000001 z≥otych",ZARZ•D,TAK
rÛøa,Walczak,KS/110066/2011,2011-04-06,6641.8 Z£,KSI GOWOå∆,
Iwona,,ka/637619/2018,2018/02/08,3906.1550000000007 z≥otych,KADRY,true
Pawe≥,Laskowski,LO/832894/2015,2015-12-01T00:00:00,4921.290000000001 z≥,LOGISTYKA,PRAWDA
Karol,kowalczyk,CZ-774292-2014 ,2014-09-07,2527.5800000000004 z≥otych,CZYSTOå∆,TAK
aldona,SzymaÒska  ,ma/564823/2010,2010-06-10,4050.72 pln,MARKETING,Nie
Bronis≥awa,Michalska,cz/360017/2016,2016-04-29T00:00:00,3185.0 Z£,CZYSTOå∆,NIE
sabina,Majewska,KA-184728-2017,2017/10/31,3944.75 pln,KADRY,FA£SZ
Jerzy,UrbaÒski,CZ/891926/2018,2018-05-19,3261.5000000000005 Z£,CZYSTOå∆,PRAWDA
Olga ,Witkowska,LO/588376/2017,2017-01-04,"4 197,150000000001 PLN",LOGISTYKA,FA£SZ
AGNIESZKA,,LO/789706/2017,2017-02-23,3545.1000000000004 z≥,LOGISTYKA,Nie
Alicja,Pawlak ,CZ.345440.2012,2012-05-10T00:00:00,"3 605,8 z≥",CZYSTOå∆,1
Edyta,Koz≥owska  ,KA/933909/2010,2010-01-11,"4 248,860000000001 PLN",KADRY,Prawda
Marta,KRAWCZYK,ma/267470/2015,2015-02-04T00:00:00,4703.2 PLN,MARKETING ,Fa≥sz 
JÛzef,Kubiak,KA/964429/2013,2013-06-14,4200.5 z≥otych,KADRY, 
Stanis≥aw ,Michalak,MA/537547/2018,2018-07-08,4076.0 pln,MARKETING,NIE MA
Mariusz,Wiúniewski,MA/317637/2011,2011-09-03T00:00:00,4107.2 z≥otych,MARKETING ,False
gabriela  ,ZieliÒska,MA_925035_2016,2016-09-26,5880.160000000001 pln ,MARKETING,tak
JÛzefa,walczak,KS/872270/2017,2017-06-03T00:00:00,"5 264,4 z≥otych",KSI GOWOå∆,NIE
Ma≥gorzata ,Lewandowska,SP/194847/2009,2009-10-03,5016.450000000001 z≥otych ,SPRZEDAØ,false
julian,G≥owacki  ,MA-914829-2012,2012/06/29 ,"4 760,8 z≥",MARKETING,True
Marta,Pietrzak,KS/208320/2015,2015-03-26,7413.780000000001 pln,KSI GOWOå∆,true
joanna,PAW£OWSKA,ma/371176/2014,2014-07-19T00:00:00,4553.12 z≥otych  ,MARKETING,ma
Sylwester,Mazurek,OC/833408/2009,2009-10-03,3711.0700000000006 z≥otych,OCHRONA  ,TAK
AGATA,Wiúniewska ,SP/605999/2012,2012/06/29,4656.299999999999 z≥,SPRZEDAØ,Fa≥sz
Sylwia,Kowalczyk,ma/276691/2018,2018-10-16,3604.16 z≥otych,MARKETING,NIE
Feliks,Kowalczyk,LO.744744.2014,2014-12-16,"4 365,900000000001 pln",LOGISTYKA,NIE
irena,Nowak,SP/307497/2013,2013-11-11,5137.950000000001 z≥otych,SPRZEDAØ,Nie
Aneta,Mazur,ks/334795/2016,2016/11/15  ,"6 182,4400000000005 PLN",KSI GOWOå∆,Prawda
Alina,pawlak,ks/288769/2016,2016/08/07,5138.0 Z£,KSI GOWOå∆,NIE MA
Henryka,paw≥owska,ka/401366/2013,2013-03-06,3602.6650000000004 pln,KADRY,0  
Eleonora ,Ostrowska,KA/681320/2010 ,2010-11-07,"4 444,625 z≥",KADRY,NIE  
stanis≥aw,Sikora,cz/135715/2013 ,2013-06-14,3017.1 Z£,CZYSTOå∆,Fa≥sz
Wanda,Kowalczyk,CZ/795023/2009,2009/10/03,3495.8 z≥ ,CZYSTOå∆,False
bogdan,Zajπc,OC.832518.2011 ,2011-07-15,3375.02 z≥otych,OCHRONA,FA£SZ
Aleksandra,Tomaszewska,ma/964591/2016,2016/09/26 ,3796.8 z≥otych,MARKETING,Fa≥sz
W≥adys≥aw,SZCZEPA—SKI,KA/261195/2014,2014-09-07,3925.9950000000003 Z£  ,KADRY,0
Kazimiera  ,Dπbrowska,SP-268225-2010,2010-07-30,"4 439,655 PLN",SPRZEDAØ  ,1
FELIKS,,MA/947052/2011,2011-02-15,5018.464000000001 pln,MARKETING,TAK
Eløbieta,Mazur,KS/467995/2017,2017-06-03T00:00:00,6021.4 z≥otych  ,KSI GOWOå∆,FA£SZ
Michalina,WrÛblewska,SP-305720-2010,2010-12-27,4711.575000000001 pln,SPRZEDAØ,MA
Alojzy,KAMI—SKI,lo/404823/2014,2014-12-16T00:00:00,3365.685 z≥,LOGISTYKA,0
,SZULC,sp/443676/2015,2015-02-04,"3 877,665 Z£ ",SPRZEDAØ,true
Kazimierz ,Mazur  ,ma/415730/2011 ,2011-04-06,4442.240000000001 z≥,MARKETING   ,Tak
Artur,Kubiak,SP/649733/2015,2015/08/23,"4 374,9 Z£",SPRZEDAØ,nie
Urszula,PIETRZAK,SP-245292-2014,2014-10-27,4831.35 pln  ,SPRZEDAØ,Nie
Piotr,Maciejewski,ka/777147/2010,2010-01-11,4518.079500000001 Z£,,PRAWDA
ludwika  ,witkowska ,KS.918330.2014     ,2014/12/16,5453.8 z≥otych,KSI GOWOå∆,tak
Sabina  ,Walczak,ma/562811/2009,2009-06-25 ,4695.84 z≥,MARKETING,NIE
Ludwika,OSTROWSKA,KA/990869/2014,2014-04-10T00:00:00  ,4012.6400000000003 z≥,KADRY,false
Natalia,kaczmarek,IT/182712/2011,2011-12-12T00:00:00,6216.925 z≥,IT,MA
Aniela,malinowska,MA_134939_2014,2014-12-16,5747.808000000001 PLN,MARKETING,true
Eleonora,KACZMAREK,ma/364072/2018,2018-02-08,4720.0 z≥,MARKETING,nie ma
Bernard,Nowak,za/887641/2018,2018-07-08T00:00:00,77147.5 pln,ZARZ•D,FA£SZ
Dariusz,sawicki   ,ka/870193/2012,2012-11-26T00:00:00,3309.25 PLN,KADRY,nie ma
Grzegorz,Kaümierczak,SP/767819/2014 ,2014-04-10T00:00:00,4245.450000000001 Z£,SPRZEDAØ,MA
Jaros≥aw,czarnecki,MA/493762/2016,2016-03-10,3744.0 z≥otych,MARKETING,nie ma
Piotr,Nowakowski,ka/782727/2016, ,4402.0 z≥,KADRY,nie ma
Lech ,Szulc  ,lo/100498/2014,2014-07-19,4228.200000000001 Z£,LOGISTYKA ,Nie
Bogumi≥a,Woüniak,sp/877250/2016,2016-06-18,3996.6000000000004 PLN  ,SPRZEDAØ,nie
Alfreda  ,Zajπc,KA/531612/2017,2017-07-23,"4 723,532 z≥",KADRY ,MA
Zbigniew,,ks/349403/2017,2017-06-03,6039.4400000000005 z≥otych,KSI GOWOå∆,ma
Aleksander,BORKOWSKI,IT/653080/2010 ,2010-03-02,"6 922,75 z≥",IT,False
Pawe≥,Nowakowski,cz/829338/2014,2014-09-07,"3 017,0 pln",,false
DOROTA,Adamczyk,ka/705272/2011,2011-02-15,5494.7035 z≥otych,KADRY,1
ludwika,WÛjcik,SP/558131/2018,2018/10/16,4702.170000000001 z≥otych,SPRZEDAØ,True
Tadeusz,Maciejewski,lo/358935/2013  ,2013-06-14,3861.445500000001 PLN,LOGISTYKA,True
Jadwiga,Michalska,ka/192305/2014,2014-04-10T00:00:00,"5 457,705000000001 z≥otych",KADRY,tak
Urszula ,Nowakowska,CZ/716489/2010,2010-04-21T00:00:00,3273.6000000000004 Z£,CZYSTOå∆   ,MA
Stefan,Sawicki,ma/492845/2016 ,,4388.8 PLN,MARKETING,False
franciszek,duda,KA/416109/2010,2010-11-07T00:00:00 ,"5 399,115000000001 Z£",KADRY,Fa≥sz
Janusz,Gajewski ,CZ/148067/2012,2012-03-21,3338.0 pln ,CZYSTOå∆,nie ma
Katarzyna,GÛrska,MA.964068.2014,2014-09-07,4552.0 z≥otych,MARKETING ,NIE MA  
PIOTR,kowalczyk,CZ/256549/2014,2014-05-30 ,3636.6000000000004 z≥otych,CZYSTOå∆,true
Feliks,WrÛblewski,sp/144744/2011,2011/12/12,3442.5 z≥otych,SPRZEDAØ ,false
Stanis≥aw,Lewandowski,sp/534923/2015,2015-07-04T00:00:00,4860.0 z≥,SPRZEDAØ,0
Leszek,Mazurek,KA/562284/2014,2014-07-19T00:00:00,5087.1 Z£  ,KADRY,NIE
Iwona  ,Adamczyk,lo/168970/2018 ,2018-02-08,5031.3285000000005 Z£,LOGISTYKA,Prawda
alfred,JasiÒski,CZ-343901-2009,2009-06-25  ,"3 441,4 pln",CZYSTOå∆,nie ma  
Antoni,Jankowski,ks/200786/2017 ,2017-10-31,"7 689,000000000001 Z£",KSI GOWOå∆,True 
natalia,Nowicka ,ma/235559/2009,2009-08-14,4835.2 PLN,MARKETING,nie ma
Janusz,Zajπc,KA/222198/2015,2015-08-23,3791.1450000000004 PLN ,KADRY,0
Daniela,Witkowska,ma/296806/2012,2012-10-07T00:00:00,4806.912 z≥otych,MARKETING,tak
Aldona,Jankowska,KA/562344/2010,2010-11-07,4177.5599999999995 Z£,KADRY,false
,Kaczmarek,ka/439438/2016,2016-08-07,3995.435 Z£,KADRY,false
Leon  ,KrÛl,SP/841290/2016,2016-06-18T00:00:00,4482.06 z≥otych  ,SPRZEDAØ,1 
Marta,WALCZAK,LO-301201-2016,2016/04/29,3378.375 Z£,LOGISTYKA,FA£SZ
adam,Szewczyk ,ma/514326/2014,2014/02/19,4676.16 z≥,MARKETING ,False
Urszula,Nowak,CZ/765225/2018,2018-10-16,3410.0 PLN,CZYSTOå∆,Fa≥sz
Iwona,Kowalska,KA.565265.2009,2009-06-25,4546.150000000001 Z£,KADRY ,NIE MA
Alojzy,SzczepaÒski ,KS/979114/2018,2018-03-30,5864.0 pln,KSI GOWOå∆,NIE
Natalia ,PAWLAK,SP-108273-2013,2013-12-31T00:00:00,4702.5 pln,,TAK
Jan,,MA/850739/2013,2013/06/14  ,3769.9200000000005 z≥otych,MARKETING,TAK 
rafa≥,Wilk,OC/324461/2014,2014-04-10,2641.32 z≥,OCHRONA,0
Lucjan,woüniak,KS-282502-2017,2017-02-23T00:00:00,5486.580000000001 PLN,KSI GOWOå∆,MA
Jerzy,Wilk,ma/892126/2016,2016/01/20,"4 193,92 pln",MARKETING,FA£SZ
Julian,Sadowski,LO/126015/2017,2017-10-31T00:00:00,3781.5525000000002 Z£,LOGISTYKA,TAK 
Henryka,G”RSKA  ,CZ.373836.2014,2014-02-19,2960.0 Z£,CZYSTOå∆,NIE MA
Janusz,Sawicki,ma/368025/2010,2010-01-11,4736.0 z≥otych,MARKETING,nie 
Pawe≥,Nowak,ka/520746/2010 ,2010-03-02,5137.785 z≥,KADRY,false
Zdzis≥awa,KrÛl,cz/676381/2013,2013-12-31T00:00:00,"2 601,28 z≥otych",CZYSTOå∆,true
Romuald,Wysocki,ks/429562/2015,2015-03-26,6581.4 z≥otych,KSI GOWOå∆,Fa≥sz
Eugenia,JasiÒska,MA/902353/2017,2017-04-14,4292.64 z≥,MARKETING,1
Agnieszka,wÛjcik,SP_883140_2011,2011/10/23,4207.5 z≥,SPRZEDAØ,MA
,,lo/919990/2013,2013-03-06,4569.75 pln,LOGISTYKA   ,nie ma
,Majewska,sp/287847/2011,2011-10-23,3718.5 Z£ ,SPRZEDAØ,NIE
Roman,Koz≥owski,SP/727861/2015,2015-02-04T00:00:00,"3 810,18 Z£ ",SPRZEDAØ,ma
Leszek,Witkowski,CZ/383109/2011 ,2011-09-03   ,2429.9 z≥,CZYSTOå∆,True
WIES£AW ,Maciejewski,SP.812579.2013,2013-12-31T00:00:00,"3 871,7999999999997 Z£  ",SPRZEDAØ,NIE
Regina,,ma/393272/2010,2010-06-10 ,"3 999,4240000000004 z≥  ",MARKETING,Prawda
Natalia,grabowska,lo/529291/2018,2018/08/27,3879.9 z≥,LOGISTYKA,nie ma
Robert,lis,MA/488413/2011,2011/02/15,3934.2400000000002 PLN ,MARKETING,NIE MA
Edmund ,StÍpieÒ,cz/712923/2013,2013-12-31,2454.0 PLN  ,CZYSTOå∆,
LUCJAN,grabowski,KS-602077-2017,2017-10-31,6186.0 pln ,KSI GOWOå∆,NIE
Rafa≥,borkowski  ,MA/159208/2016,2016-11-15,"4 155,360000000001 Z£ ",MARKETING,True
Franciszek,Wojciechowski,ma/132321/2013,2013-09-22,5204.320000000001 PLN,MARKETING,True
ZDZIS£AW,malinowski,SP/727843/2011,2011/07/15,3550.5 PLN,SPRZEDAØ,False
Cecylia,Dπbrowska,MA.994763.2014,2014-05-30T00:00:00,4555.232 pln,MARKETING,1
Iwona,Nowak,KA/613026/2012,2012-05-10,4663.95 PLN,KADRY ,Nie
WAC£AW,Krupa ,KS.682578.2009,,6083.880000000001 z≥,KSI GOWOå∆,TAK
Micha≥,WÛjcik,MA/210155/2017,2017-01-04,"4 764,8 z≥otych",MARKETING,
Jaros≥aw,majewski,SP/973116/2011,2011-05-26,4796.55 PLN  ,SPRZEDAØ,Tak
Bogdan,Mazur,KA_179758_2017,2017/10/31,3924.6 z≥otych,KADRY,nie
artur,Maciejewski ,LO/471163/2010,2010-11-07T00:00:00,3531.3300000000004 PLN,LOGISTYKA,ma
Mieczys≥aw ,Zalewski,KA/311962/2009,2009-08-14,"4 207,475 z≥otych",KADRY ,nie
Jerzy,Jab≥oÒski,lo/918760/2011,2011/10/23,"5 132,754000000001 pln",LOGISTYKA,true
Mieczys≥aw,W≥odarczyk,KA/903654/2013 ,2013/04/25,4743.0 pln,KADRY,nie 
Roman,SzymaÒski,oc/434450/2009,2009/06/25,2990.9 z≥otych ,OCHRONA,false
Janusz,Koz≥owski,SP/201817/2016,2016-08-07,4492.65 Z£,SPRZEDAØ,nie ma
Dorota,Szewczyk,KA/548149/2017,2017-01-04,5144.295 PLN,KADRY,FA£SZ
W≥odzimierz,Krajewski  ,LO/141142/2015 ,2015-02-04,3810.5100000000007 pln,LOGISTYKA,tak
Genowefa,Koz≥owska,lo/186984/2014,2014-09-07,"4 548,825000000001 PLN",LOGISTYKA,Fa≥sz
Leokadia,WrÛblewska ,lo/547556/2011,2011-12-12,3902.5800000000004 z≥,LOGISTYKA,0 
Michalina,StÍpieÒ,MA/638859/2016,2016-09-26,"5 201,4400000000005 z≥otych",MARKETING,NIE
Romuald,,lo/523679/2010,2010/07/30,4635.900000000001 pln,LOGISTYKA,FA£SZ
Rafa≥,Sikorski,MA/519581/2015,2015/02/04,5592.0 pln,MARKETING ,FA£SZ
agata,woüniak,KA/653796/2016,2016-01-20,3726.2000000000003 Z£,KADRY,false
Henryk,tomaszewski  ,ZA/497285/2012,2012-01-31,61862.5 Z£,ZARZ•D,FA£SZ
Arkadiusz,Jankowski,LO/718137/2018,2018-05-19,3133.3500000000004 z≥otych,LOGISTYKA,False
Ludwik,,LO/697644/2012,2012-06-29 ,3838.05 PLN,LOGISTYKA,Nie
Grzegorz,sikorski,SP.691499.2016,2016-06-18T00:00:00,4446.0 Z£,SPRZEDAØ,FA£SZ
Bernard,Wieczorek,OC/850650/2010,2010-01-11,3800.1260000000007 z≥otych,OCHRONA,true
Cecylia,Jankowska ,KS/763984/2016,2016-11-15,5622.0 z≥otych,KSI GOWOå∆,nie
Dorota,Szewczyk,KA_548149_2017,2017-01-04,5144.295 PLN,KADRY,FA£SZ
KATARZYNA,Jab≥oÒska,OC/707790/2012,2012-11-26,3346.2000000000003 Z£,OCHRONA  ,NIE MA
Janina,Wiúniewska,ma/748308/2014,2014-10-27,5765.760000000001 Z£,MARKETING,1
Czes≥aw,Zawadzki,KS/442511/2011,2011/07/15  ,5945.060000000001 Z£,KSI GOWOå∆,tak
Leokadia,michalak,LO/671926/2018,2018-08-27,4080.3750000000005 z≥otych,LOGISTYKA,Fa≥sz
OLGA ,Lewandowska,CZ/280641/2012,2012-05-10,"3 125,0 z≥otych",CZYSTOå∆,FA£SZ
Alojzy,Wojciechowski,sp/393908/2009,2009-06-25,"3 702,0 z≥",SPRZEDAØ,0
Boles≥aw,Sikora ,LO.587481.2014,2014-10-27,3962.2500000000005 Z£,LOGISTYKA  ,Fa≥sz
Marzena ,WIECZOREK,ks/377728/2017,2017-06-03,"7 489,24 pln",KSI GOWOå∆ ,Prawda
Mieczys≥awa,Kaczmarek,LO-482255-2009,2009-10-03,4617.405000000001 z≥,LOGISTYKA,NIE MA
Izabela,Walczak,ZA.952431.2009,2009-11-22T00:00:00,90640.00000000001 Z£,ZARZ•D,Prawda
Bogus≥aw,Krupa ,lo/998876/2011,2011/07/15,5104.836 Z£,LOGISTYKA,Tak
Sylwester,Jaworski ,SP/388797/2011,2011/07/15,"3 321,6000000000004 PLN",SPRZEDAØ,
Weronika,PIETRZAK,IT/347281/2010,2010-01-11T00:00:00,9064.0 pln,IT,Prawda
Regina,Mazur,SP-609698-2014,2014-12-16,"4 464,450000000001 Z£",SPRZEDAØ,nie ma
Ryszard,Sadowski,KA-630040-2014,2014-07-19,5958.975 z≥otych,KADRY,Tak
Jan,Borkowski,SP/233579/2018,2018-10-16 ,5212.5 PLN,SPRZEDAØ,False
Edyta,Lewandowska,sp/405014/2015 ,2015-07-04,5092.65 pln,SPRZEDAØ,FA£SZ
STANIS£AW,Lis,SP/715117/2017,2017-12-20 ,3276.0 PLN,SPRZEDAØ,
Antoni ,Kowalski,IT/244434/2016,2016-01-20,5475.0 z≥,IT,NIE MA
Romuald,nowicki,cz/772652/2016,2016-08-07,3138.0 z≥otych,CZYSTOå∆,NIE MA
Wiktor,WÛjcik,LO/138292/2015  ,2015-02-04,4058.1000000000004 z≥,LOGISTYKA,Nie
IWONA,SzymaÒska,KS_914795_2018,2018/10/16,"6 308,0 z≥otych",KSI GOWOå∆,Nie
honorata,Szewczyk,KA/898094/2015,2015-02-04,3583.9100000000003 PLN,KADRY,Prawda
Ma≥gorzata,Tomaszewska,KS.913186.2014,2014-10-27,7200.6 z≥,KSI GOWOå∆,Tak
Feliks,Tomaszewski,CZ/934571/2009,2009-06-25,3274.7000000000003 z≥otych,CZYSTOå∆,True
Stefania,Sikora,SP/280500/2012,2012-11-26T00:00:00,3503.5499999999997 pln,SPRZEDAØ,nie
marcin,Olszewski,KA/562515/2014,2014-02-19T00:00:00,5169.389500000001 z≥otych,KADRY,True 
MAREK,Marciniak ,LO.721846.2018,2018-02-08,3276.4500000000003 PLN,LOGISTYKA,NIE MA
S£AWOMIR,JANKOWSKI,SP_997203_2017,2017/12/20,4422.0 z≥,SPRZEDAØ,Fa≥sz
Tadeusz,Sadowski,KS-774987-2012,2012-10-07,6126.0 z≥,KSI GOWOå∆,Fa≥sz
Bronis≥aw,Kalinowski,KS/491585/2018,2018-07-08,4784.2 PLN,KSI GOWOå∆,nie
Hanna,KrÛl,cz/406517/2009,2009/06/25,2366.0 Z£,CZYSTOå∆,NIE
wioletta,Pietrzak,LO/319832/2016,2016-09-26,"3 067,7400000000002 z≥",LOGISTYKA,False
JÛzef,Lis,KA/437821/2017,2017-12-20,4987.900000000001 pln,KADRY ,Nie
Gertruda,Malinowska,lo/777726/2018,2018/08/27,3092.31 z≥,LOGISTYKA,NIE
Katarzyna,Rutkowska,ks/233706/2013,2013-08-03,6494.0 z≥otych,KSI GOWOå∆,false
aleksandra,WÛjcik,MA/361125/2011,2011-05-26,4479.84 Z£ ,,NIE MA  
IZABELA,Paw≥owska,LO/276429/2012,2012-06-29,"4 552,200000000001 pln",LOGISTYKA,NIE
Janina,NOWAKOWSKA ,lo/961170/2010,2010-06-10T00:00:00,4728.982500000001 pln,LOGISTYKA,true
Waldemar,Kowalski,KA/223573/2016,2016-01-20,"3 721,1625000000004 PLN",KADRY,MA
Czes≥awa,Michalak,MA/745784/2010 ,2010-11-07T00:00:00  ,4936.32 Z£,MARKETING,False
Czes≥aw,Lis,MA/926236/2009,2009-06-25,3745.2800000000007 z≥,MARKETING,Prawda 
Celina ,Rutkowska,ma/423795/2014 ,2014-05-30 ,4281.280000000001 PLN,MARKETING,nie
Lech,Kucharski,MA/419461/2014,2014-09-07T00:00:00,"5 036,8 PLN",MARKETING,false
Zdzis≥aw,W≥odarczyk,SP-441777-2013,2013/08/03,"4 986,0 PLN",SPRZEDAØ,nie
,Gajewski,KA/420122/2017,2017-10-31T00:00:00,4526.0 z≥otych,KADRY,false
Aleksander,Dudek ,oc/761940/2017,2017-02-23T00:00:00,3128.4 z≥otych,OCHRONA,FA£SZ
Waldemar,Rutkowski,KS/665826/2010,2010-06-10,"6 152,6 pln",KSI GOWOå∆,NIE MA
Lucyna,Kowalska ,CZ/462778/2011,2011-09-03,"3 296,7000000000003 PLN",CZYSTOå∆,MA
Czes≥awa, ,OC/222002/2015,2015-08-23,"2 370,5 z≥otych ",OCHRONA ,False
W≥odzimierz ,Paw≥owski,MA/736185/2015,2015/03/26,4547.840000000001 z≥otych,MARKETING,1
Jerzy,Kaümierczak,CZ/970861/2015,2015-05-15T00:00:00,2802.0 pln  ,CZYSTOå∆,FA£SZ
aleksandra,Paw≥owska,LO/430952/2016,2016/03/10,"4 081,05 z≥otych",LOGISTYKA,nie ma
michalina,Walczak,KA-293608-2016 ,2016/04/29,3516.9500000000003 Z£,KADRY,Nie 
Michalina,Michalak,SP/962982/2014,2014-04-10,4566.0 Z£,SPRZEDAØ,nie ma
Jacek,Pawlak,CZ/128534/2013,2013-06-14T00:00:00,3375.0 z≥otych,CZYSTOå∆,false
Stefan,KamiÒski ,CZ/240918/2018,2018-08-27  ,2507.5 z≥,CZYSTOå∆,nie ma
Magdalena,Paw≥owska,ma/706217/2015,2015-03-26,"5 544,0 Z£ ",MARKETING,NIE
Michalina,MALINOWSKA,MA/643468/2013,2013/11/11,4523.84 z≥otych,MARKETING,Fa≥sz 
Zdzis≥aw,makowski,OC/384663/2010,2010-11-07,"4 215,64 Z£",OCHRONA ,true
Marcin,Kwiatkowski,it/313463/2017,2017/01/04,6399.250000000001 PLN,IT,true
Edyta,Dudek,MA_401023_2015 ,2015-02-04,"5 460,8 pln",MARKETING,NIE MA
Bogumi≥a,mazur,ma/296170/2016,2016-04-29,4941.4400000000005 z≥,MARKETING,NIE
ANDRZEJ,SOKO£OWSKI,CZ/982144/2015,2015-02-04,"2 708,7 z≥",CZYSTOå∆,Nie
Barbara,Jab≥oÒska,LO/551631/2018,2018-08-27,3019.9500000000003 z≥otych,LOGISTYKA,NIE
Jerzy,Kubiak,KS/235555/2010 ,2010-01-11,5728.0 PLN,KSI GOWOå∆,nie
Micha≥,MARCINIAK ,sp/140711/2013,2013-08-03,4855.65 Z£,SPRZEDAØ,
Miros≥awa,Paw≥owska,SP/371150/2010 ,2010-12-27T00:00:00,"4 072,5 pln",,False
Wac≥awa,KWIATKOWSKA,ma/423670/2009,2009-11-22,3717.120000000001 z≥otych,MARKETING,true
Edmund,Kalinowski,oc/890587/2012,2012/03/21,3225.2000000000003 pln,OCHRONA,0
Franciszek,JasiÒski,KS/345521/2017,2017/04/14,"6 002,0 PLN ",KSI GOWOå∆ ,False
KAROL,Laskowski,MA/560882/2017,2017/09/11,3718.4 z≥,MARKETING,Fa≥sz
EDMUND ,nowicki,SP/885364/2012,2012-11-26 ,"3 321,0 z≥otych",SPRZEDAØ,nie 
Edyta ,Witkowska,SP-690630-2012,2012-10-07,3657.0 z≥,SPRZEDAØ,FA£SZ
Marta,Jaworska,MA/914289/2010,2010-09-18,"4 657,6 z≥",MARKETING,nie ma
ALOJZY,Chmielewski,SP/654471/2014,2014-12-16,3801.0 PLN,SPRZEDAØ,false
Piotr,Nowakowski,KA/782727/2016, ,4402.0 z≥,KADRY,nie ma
Kazimierz,Chmielewski,ma/328250/2012,2012-11-26,4705.92 PLN,MARKETING,nie 
Irena,Tomaszewska ,cz/579175/2013,2013-12-31,2429.0 Z£,CZYSTOå∆,0
Kazimiera,Koz≥owska ,cz/236647/2012,2012-03-21,"2 578,4 z≥otych",CZYSTOå∆,MA
Boles≥aw,ZIELI—SKI  ,LO-552867-2018,2018-05-19,"3 491,2350000000006 z≥",LOGISTYKA  ,1
Celina,W”JCIK,CZ/732858/2013,2013/04/25,2638.0 PLN,CZYSTOå∆,NIE
Kazimiera,Jab≥oÒska,KS/772217/2010,2010-06-10,"6 344,8 Z£",KSI GOWOå∆,True
W£ODZIMIERZ,Lewandowski,cz/318470/2016,2016-04-29,2266.0 PLN,CZYSTOå∆,False  
Bernard,WILK,KA_136919_2013,2013/08/03,4016.4685000000004 pln,KADRY,PRAWDA
Michalina,majewska,KA/892326/2011,2011-04-06,3356.9900000000002 z≥otych,KADRY,Fa≥sz
Wac≥awa,Nowakowska,lo/224464/2018,2018-07-08,4422.6 PLN,LOGISTYKA,Fa≥sz
SABINA ,PIETRZAK,KA/806484/2013 ,2013-06-14,4753.881 z≥  ,KADRY,MA
Tomasz,UrbaÒski,KS/951922/2018,2018-10-16,"7 387,6 z≥",KSI GOWOå∆,MA
Grzegorz,Sikorski,MA/525509/2015,2015-03-26,"4 005,6000000000004 PLN",MARKETING,FA£SZ
WALDEMAR,Szulc,LO/462542/2011,2011-09-03,3246.75 z≥ ,LOGISTYKA,False
Miros≥awa,wrÛbel,sp/445335/2009,2009-10-03,5234.85 z≥,SPRZEDAØ,
Marcin,Kalinowski,ma/688396/2014  ,2014-02-19,4625.280000000001 z≥otych,MARKETING,1
Stefan,KamiÒski,SP/608294/2012,2012-11-26,"5 516,115 z≥otych",SPRZEDAØ,Tak
JUSTYNA,Jankowska,LO/973737/2017,2017/06/03,3983.8500000000004 PLN,LOGISTYKA,Fa≥sz
Waldemar,Michalak,CZ/462190/2011,2011-12-12,3611.4100000000003 Z£,CZYSTOå∆,true
Regina,Krawczyk,KA/398400/2011,2011/05/26,4008.3 PLN,KADRY,FA£SZ
Zygmunt,Ko≥odziej,LO-216940-2013,2013/12/31,"4 314,6 PLN",LOGISTYKA,FA£SZ
Danuta    ,Wojciechowska,KA-399180-2017,2017-01-04 ,4688.2385 pln   ,KADRY,1
Bronis≥aw,Soko≥owski,KS/411302/2016,2016-08-07 ,6172.0 z≥otych,KSI GOWOå∆,Fa≥sz
Zofia,Michalska ,cz/565474/2017 ,2017-10-31T00:00:00,2844.0 z≥otych,CZYSTOå∆,false
Emilia,Dudek,SP_768673_2010,2010/01/11,4359.3 z≥otych,SPRZEDAØ,TAK
Ireneusz,Olszewski  ,LO_933605_2012,2012-10-07,"3 298,185000000001 z≥",LOGISTYKA,MA
Wiktoria,Nowicka,MA/900026/2012 ,2012-10-07T00:00:00,"4 740,032 z≥",MARKETING,MA
LUDWIKA,PIOTROWSKA,MA/452051/2018,2018-05-19T00:00:00,5013.12 PLN,MARKETING ,nie ma
Alojzy,Szewczyk,SP/498222/2016,2016-11-15,3277.5 z≥otych,SPRZEDAØ,nie 
beata,Szewczyk,CZ/382541/2018,2018/08/27,2397.1 z≥otych,CZYSTOå∆,Nie
Lidia,,CZ/684371/2015 ,2015-07-04T00:00:00,2152.1 z≥ ,CZYSTOå∆ ,Fa≥sz
Jan,MAZUR,ks/177292/2016,2016-06-18,5708.0 pln,KSI GOWOå∆ ,NIE MA
Helena,nowakowska,LO/850006/2009 ,2009-11-22,4218.75 z≥,LOGISTYKA,0
WITOLD,Pawlak,KA_480462_2014,2014/12/16,"4 210,265 Z£",KADRY,FA£SZ  
Grzegorz,B•K,MA/175480/2016,2016-08-07,4179.120000000001 z≥,MARKETING,ma
artur ,KamiÒski,ZA/371248/2011,2011/02/15,76550.0 z≥,ZARZ•D,nie ma
